dataset_id,strategy_id,dataset_random_seed,strategy,duration,f1_auc,n_samples,n_features,n_informative,n_redundant,n_repeated,n_classes,n_clusters_per_class,weights,flip_y,class_sep,hypercube,scale,random_state
0,14,10,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},43.213369054952636,0.6163583047869354,4780,6,3,0,2,8,1,"[0.25534340514798015, 0.12756173084970218, 0.04706265726427498, 0.04079610512838996, 0.26417979655288515, 0.034240971003343446, 0.017094337266257344, 0.21372099678716666]",0.04632079860967198,5.780913011344704,False,0.01,10
0,14,19,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},33.4501660510432,0.8963345595336843,454,68,3,53,10,3,1,"[0.23302035588171555, 0.63115580747276, 0.13582383664552442]",0.01746014739846019,3.9353466292596484,False,0.01,19
0,14,15,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.47605813597329,0.7544022287660562,1394,32,9,6,15,2,1,"[0.5014274470027649, 0.4985725529972351]",0.010610363417312408,8.794912681346712,False,0.01,15
0,14,20,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.53390281484462,0.710562989871073,1338,35,5,14,14,3,6,"[0.582351120333567, 0.012580030813523983, 0.40506884885290895]",0.012686524498060238,5.729406692492218,False,0.01,20
0,14,22,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.39294347516261,0.9431533358273692,1249,33,5,15,12,2,10,"[0.9126031034956025, 0.08739689650439747]",0.01229856905862886,9.986306536729145,False,0.01,22
0,14,23,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},35.267770467093214,0.9916361027118847,2474,12,1,6,3,2,1,"[0.5705202181548035, 0.4294797818451966]",0.01785207956291035,4.237474082349614,False,0.01,23
0,14,18,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},36.16992221097462,0.5650766007185515,1584,17,4,3,9,9,1,"[0.016416083643317456, 0.1564019703132715, 0.1134366901177999, 0.08972257840413131, 0.36105778708299063, 0.024294513977207933, 0.0023486859711914694, 0.08259915116507212, 0.15372253932501756]",0.019468913611016152,2.394962623561888,False,0.01,18
0,14,13,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},37.3052105139941,0.6177540420398197,2221,39,16,3,19,4,4,"[0.3962666683224944, 0.4224814141591435, 0.07095216899649213, 0.11029974852187012]",0.021106560893167696,6.661855589386814,False,0.01,13
0,14,24,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},38.33941922406666,0.8353896095809736,3236,76,18,6,50,4,4,"[0.03234035906464648, 0.058284634872341, 0.17519809110334464, 0.734176914959668]",0.012094338817103954,9.982826275179507,False,0.01,24
0,14,21,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},40.14784151385538,0.7180974171007792,4237,69,13,41,13,5,1,"[0.26485440542775684, 0.021799760244959224, 0.610812638403655, 0.04322913523074076, 0.05930406069288829]",0.014084919870098358,0.14121348940183798,False,0.01,21
